Symbol	Ensembl Transcript ID	CDS Length
AIFM1	ENST00000287295	1842
SERPINE1	ENST00000223095	1209
AP1S1	ENST00000429457	573
F7	ENST00000375581	1401
C1orf173	ENST00000326665	4593
RMI1	ENST00000325875	1878
SCN11A	ENST00000302328	5376
DEGS2	ENST00000305631	972
HIF1AN	ENST00000299163	1050
NDUFB8	ENST00000299166	561
IKBIP	ENST00000299157	1134
RPUSD2	ENST00000315616	1638
NFS1	ENST00000374092	1374
C10orf112	ENST00000377266	4461
VEZT	ENST00000436874	2340
OR6J1	ENST00000540461	1044
OR13C5	ENST00000374779	957
ARNTL2	ENST00000266503	1911
C14orf149	ENST00000247194	1065
TXNL1	ENST00000217515	870
COL15A1	ENST00000375001	4167
BTNL2	ENST00000468270	1449
OR8B2	ENST00000375013	942
C6orf10	ENST00000447241	1692
UBXN11	ENST00000374221	1563
ZMYM4	ENST00000314607	4647
ZNF791	ENST00000343325	1731
OLFM1	ENST00000371793	1458
CAMSAP1	ENST00000409386	4842
SLC16A9	ENST00000395348	1530
QRICH2	ENST00000262765	4992
PHYHIPL	ENST00000373880	1131
PRF1	ENST00000373209	1668
ZSCAN18	ENST00000600404	1701
A1BG	ENST00000263100	1488
ZNF211	ENST00000299871	1890
NEUROG3	ENST00000242462	645
SFTPA1	ENST00000419470	792
FNDC7	ENST00000271311	2205
C1orf210	ENST00000523677	342
NGF	ENST00000369512	726
CALU	ENST00000479257	972
LRRC4	ENST00000249363	1962
CCDC136	ENST00000297788	3465
FLNC	ENST00000325888	8178
DNAJB9	ENST00000249356	672
MIER3	ENST00000381226	1668
C5orf35	ENST00000285947	900
EPHA3	ENST00000336596	2952
C17orf49	ENST00000547302	701
KIF5B	ENST00000302418	2892
DDX10	ENST00000322536	2628
PDE4DIP	ENST00000369359	7449
HOOK1	ENST00000371208	2187
SCGB1D2	ENST00000244926	273
PCYT1A	ENST00000419333	1143
CILP2	ENST00000586018	3489
RPP21	ENST00000411784	534
FGF4	ENST00000168712	621
PSMB9	ENST00000383234	660
TRIM27	ENST00000400720	1542
GCGR	ENST00000570996	1572
SLC2A3	ENST00000075120	1491
PPT2	ENST00000423347	927
DAXX	ENST00000445009	2223
ADAM19	ENST00000517905	2868
HAVCR2	ENST00000307851	906
ISCA1	ENST00000452279	531
RARA	ENST00000394086	1437
RNF44	ENST00000274811	1299
ZNF699	ENST00000591998	1929
MUT	ENST00000274813	2253
POLR2L	ENST00000534030	204
FAM20C	ENST00000313766	1755
PVRL3	ENST00000485303	1650
FAM83A	ENST00000518448	1305
TATDN1	ENST00000522810	966
NDUFB9	ENST00000522532	666
GTF2F2	ENST00000340473	750
FAM92A1	ENST00000518322	870
OR6N2	ENST00000339258	954
OR8A1	ENST00000284287	981
VWA5B2	ENST00000426955	3729
EIF2B5	ENST00000273783	2166
AHSG	ENST00000273784	1107
MAPK6	ENST00000261845	2166
ECE2	ENST00000402825	2652
MYCBP	ENST00000397572	312
LYRM4	ENST00000500576	393
EFR3B	ENST00000403714	2454
C1orf49	ENST00000319416	702
PMAIP1	ENST00000269518	411
PRYP4	ENST00000306589	444
CDY1	ENST00000306609	1665
OR10V1	ENST00000307552	930
MYPN	ENST00000358913	3963
DNA2	ENST00000399180	3441
C14orf101	ENST00000261556	2124
SDK1	ENST00000404826	6642
MOG	ENST00000259891	888
MED9	ENST00000268711	441
NCOR1	ENST00000268712	7323
ATAT1	ENST00000376485	1266
KRT2	ENST00000309680	1920
ATXN3	ENST00000545170	1113
ZBTB11	ENST00000312938	3162
DMXL1	ENST00000539542	9147
GTF2IRD2B	ENST00000312575	2850
ABRA	ENST00000311955	1146
TMEM102	ENST00000323206	1527
PCYT1B	ENST00000379144	1110
MCF2	ENST00000370578	3213
ATP11C	ENST00000327569	3399
STAG2	ENST00000218089	3807
RHOU	ENST00000366691	777
ZNF792	ENST00000404801	1899
CAPS2	ENST00000409445	1674
LZTR1	ENST00000215739	2523
MAF	ENST00000326043	1212
SLC7A11	ENST00000280612	1506
CCRN4L	ENST00000280614	1296
SNAP29	ENST00000215730	777
CRKL	ENST00000354336	912
ZNF812	ENST00000457674	1365
DNM3	ENST00000355305	2610
RPL12	ENST00000361436	498
AADACL2	ENST00000356517	1206
ZNF71	ENST00000328070	1470
S100A6	ENST00000368719	273
IRX4	ENST00000231357	1560
ATG16L1	ENST00000392018	1875
KDM5D	ENST00000541639	4713
CXCL11	ENST00000306621	285
ZRSR2	ENST00000307771	1449
NPIPL3	ENST00000447737	3189
SH3TC2	ENST00000515425	3867
CXCL10	ENST00000306602	297
EFNA1	ENST00000368407	618
SLC50A1	ENST00000368404	666
ESF1	ENST00000202816	2556
P2RX7	ENST00000546057	1788
GJB5	ENST00000338513	822
FHIT	ENST00000476844	444
GBP1	ENST00000370473	1779
SLC1A3	ENST00000265113	1629
RBBP5	ENST00000264515	1617
GBP3	ENST00000370481	1788
HIPK2	ENST00000406875	3597
C2orf50	ENST00000381585	489
HMGN3	ENST00000344726	300
HPX	ENST00000265983	1389
GPR61	ENST00000404129	1356
UGT2B4	ENST00000305107	1587
CD180	ENST00000256447	1986
ELF2	ENST00000379550	1782
ZNF354C	ENST00000315475	1665
CACNG7	ENST00000391767	828
GCDH	ENST00000222214	1317
ILK	ENST00000299421	1359
LILRB5	ENST00000450632	1869
TAF10	ENST00000299424	657
SBNO2	ENST00000361757	4101
PMS1	ENST00000441310	2799
YIPF6	ENST00000462683	711
EML3	ENST00000529309	2754
FSCB	ENST00000340446	2478
DCLK3	ENST00000416516	1947
FAM47B	ENST00000329357	1938
NKAPL	ENST00000343684	1209
ADCY9	ENST00000294016	4062
MAPK7	ENST00000395602	2451
UBE2E2	ENST00000425792	606
BACE2	ENST00000330333	1557
WEE1	ENST00000450114	1941
TEX28P1	ENST00000369932	1233
PPARA	ENST00000407236	1407
TMEM232	ENST00000455884	1974
RPS15	ENST00000593052	459
GCG	ENST00000418842	543
IFIH1	ENST00000263642	3078
APC2	ENST00000535453	6912
C14orf38	ENST00000281581	2487
SDCCAG3	ENST00000357365	1308
PIGL	ENST00000225609	759
CLEC1B	ENST00000298527	690
GALK1	ENST00000437911	1269
SNAPC4	ENST00000298532	4410
SACS	ENST00000382292	13740
TXNDC11	ENST00000356957	2958
BANK1	ENST00000322953	2358
TEKT5	ENST00000283025	1458
PRLH	ENST00000165524	264
SDC1	ENST00000254351	933
AGPAT1	ENST00000414520	852
TUBA4A	ENST00000248437	1347
ANKRD18A	ENST00000399703	2979
TMEM159	ENST00000451578	558
ADARB2	ENST00000381312	2220
NRG3	ENST00000404547	2163
ZNF696	ENST00000330143	1125
NEU2	ENST00000233840	1143
GGCX	ENST00000233838	2277
CCT4	ENST00000394440	1620
SRL	ENST00000572111	1461
NISCH	ENST00000479054	4515
XPNPEP3	ENST00000357137	1524
OR2J2	ENST00000358688	939
STAB1	ENST00000321725	7713
LCOR	ENST00000371103	1302
PCBP4	ENST00000395014	1275
SIPA1	ENST00000534313	3129
MAGI2	ENST00000354212	4368
LUZP2	ENST00000336930	1041
KNG1	ENST00000265023	1935
DLEU7	ENST00000504404	666
KRT73	ENST00000305748	1623
CTAG1A	ENST00000333128	543
IFT140	ENST00000426508	4389
GPR1	ENST00000407325	1068
PTPN20B	ENST00000374233	1263
MRGPRX4	ENST00000314254	969
EXOC8	ENST00000360394	2178
SLC30A4	ENST00000261867	1290
COL9A1	ENST00000357250	2766
GNPAT	ENST00000366647	2043
MED23	ENST00000368058	4125
KIAA2022	ENST00000373468	4551
KRT33A	ENST00000007735	1215
NCOR2	ENST00000356219	7566
EME1	ENST00000511648	1752
EPHB1	ENST00000398015	2955
IPO4	ENST00000354464	3246
CCDC112	ENST00000379611	1590
F2RL2	ENST00000296641	1125
FBXL18	ENST00000453700	2406
JMJD7-PLA2G4B	ENST00000382448	3039
TCL1A	ENST00000554012	345
ZC3H14	ENST00000251038	2211
INSL4	ENST00000239316	420
GZMM	ENST00000264553	774
CD274	ENST00000381577	873
TELO2	ENST00000262319	2514
MLANA	ENST00000381477	357
KIAA1274	ENST00000263563	2571
TNF	ENST00000443707	702
IQCF3	ENST00000456080	465
PCDHA4	ENST00000530339	2844
C20orf195	ENST00000370098	957
PCDHA5	ENST00000529859	2811
BHLHE23	ENST00000370346	678
PCDHA7	ENST00000525929	2814
PCDHA8	ENST00000531613	2853
PCDHA9	ENST00000532602	2853
BLACE	ENST00000378120	540
IL1B	ENST00000263341	810
CRY1	ENST00000008527	1761
PCDHA2	ENST00000526136	2847
SIN3A	ENST00000394947	3822
SHKBP1	ENST00000291842	2124
UBD	ENST00000414436	498
TMPRSS11BNL	ENST00000432593	318
TMEM18	ENST00000405941	432
C6orf10	ENST00000438312	1692
RABEP2	ENST00000358201	1710
ZNF184	ENST00000377419	2256
C6orf25	ENST00000447587	726
SPDEF	ENST00000374037	1008
ABLIM2	ENST00000447017	1938
CITED1	ENST00000453707	660
ZNF706	ENST00000520984	231
ANKRD58	ENST00000343905	948
TMEM202	ENST00000341689	822
PEAR1	ENST00000338302	3114
ZNF643	ENST00000411995	1605
MANEAL	ENST00000373045	1374
OR4F16	ENST00000332831	939
UGT1A5	ENST00000373414	1605
PLIN1	ENST00000300055	1569
LDHD	ENST00000300051	1524
KIF7	ENST00000394412	4032
DAPL1	ENST00000343761	523
PTGS1	ENST00000362012	1800
TAS2R3	ENST00000247879	951
LDLRAD3	ENST00000315571	1038
TAS2R5	ENST00000247883	900
TAS2R4	ENST00000247881	900
KIAA0754	ENST00000530275	3876
ATP2B4	ENST00000357681	3618
RAC1	ENST00000356142	636
MCFD2	ENST00000409105	441
IGF2BP3	ENST00000258729	1740
RAPGEF5	ENST00000344041	2193
GPNMB	ENST00000381990	1719
DLL3	ENST00000205143	1857
ZNF193	ENST00000425468	1338
ARHGAP22	ENST00000417912	2145
GDF2	ENST00000249598	1290
CP	ENST00000264613	3198
RERE	ENST00000337907	4701
SYT1	ENST00000393240	1269
ABCA13	ENST00000435803	15177
GNG13	ENST00000248150	204
CHTF18	ENST00000317063	3555
FBXL16	ENST00000397621	1440
CITED4	ENST00000372638	555
WDR24	ENST00000248142	2763
SLC35B2	ENST00000393812	1299
ARHGAP42	ENST00000298815	2625
TIMM23B	ENST00000374098	514
E2F7	ENST00000322886	2736
KCNN2	ENST00000264773	1740
OTOGL	ENST00000458043	7035
ISCA2	ENST00000556816	465
LRRC30	ENST00000383467	906
PRRC2A	ENST00000383464	6474
SV2A	ENST00000369146	2229
LAD1	ENST00000367313	1596
STC1	ENST00000290271	744
PRDM6	ENST00000407847	1788
VPS26A	ENST00000373382	984
ZWINT	ENST00000373944	834
IL9	ENST00000274520	435
DDX46	ENST00000452510	3099
SLC25A48	ENST00000420621	936
AK5	ENST00000354567	1689
SLC5A10	ENST00000395647	1839
CYB561D1	ENST00000369868	756
GSTA3	ENST00000211122	669
SEPT7L	ENST00000239730	279
RASAL3	ENST00000343625	3036
SEMA3E	ENST00000307792	2328
LRRN2	ENST00000367175	2142
SLC30A1	ENST00000367001	1524
HOXA2	ENST00000222718	1131
TRNT1	ENST00000251607	1305
DCUN1D2	ENST00000478244	780
MAP1LC3B2	ENST00000556529	378
EIF2B1	ENST00000424014	918
WIPF2	ENST00000323571	1323
DDX55	ENST00000238146	1803
SPACA5B	ENST00000304270	480
IKZF3	ENST00000346872	1530
PREX2	ENST00000288368	4821
APOBEC3A	ENST00000402255	600
NDUFA2	ENST00000252102	300
CUL3	ENST00000264414	2307
ARL8A	ENST00000272217	561
MAFK	ENST00000343242	471
DOCK2	ENST00000256935	5493
CNGA1	ENST00000402813	2280
TMEM206	ENST00000535273	1236
GDF7	ENST00000272224	1353
SNAP91	ENST00000369694	2724
HIST1H4E	ENST00000360441	312
SRD5A3	ENST00000264228	957
WNT7B	ENST00000409496	1062
ZNF285	ENST00000536500	2793
TACC1	ENST00000379931	2454
RAB42	ENST00000373826	318
OR51F1	ENST00000380383	960
MAP2	ENST00000360351	5484
WDR38	ENST00000373574	945
PGBD3	ENST00000374127	1782
TCTE1	ENST00000371505	1506
GRWD1	ENST00000253237	1341
CYTH2	ENST00000427476	1203
LGALS3BP	ENST00000262776	1758
PSMD11	ENST00000261712	1269
MZF1	ENST00000215057	2205
DDO	ENST00000368924	1110
METTL10	ENST00000368836	876
HIST1H1B	ENST00000331442	681
TMEM44	ENST00000392432	1428
KIAA0226	ENST00000296343	2919
SGOL1	ENST00000263753	1686
TST	ENST00000403892	894
SLFN12	ENST00000394562	1737
SPDYE3	ENST00000332397	1650
MBLAC1	ENST00000398075	801
AVL9	ENST00000318709	1947
TULP1	ENST00000229771	1629
NDFIP1	ENST00000253814	666
AGFG1	ENST00000409979	1755
C10orf88	ENST00000481909	1338
HELLS	ENST00000371332	2655
KIAA1324	ENST00000369939	3042
PAG1	ENST00000220597	1299
TRIM48	ENST00000417545	675
TTC6	ENST00000553443	5661
AP2A1	ENST00000359032	2934
PCDHB16	ENST00000361016	2331
ZNF585A	ENST00000356958	2310
HIST1H3E	ENST00000360408	411
FUT11	ENST00000372841	1479
SCAF8	ENST00000367186	4014
LMF2	ENST00000487499	2143
MIOX	ENST00000216075	858
TMEM57	ENST00000374343	1995
MZT2B	ENST00000409255	657
TUBA3E	ENST00000312988	1353
OR2T5	ENST00000366473	948
ANKRD34C	ENST00000558647	1608
RXRB	ENST00000431161	1614
LASS2	ENST00000368954	1143
EIF4A2	ENST00000440191	1227
PSMB8	ENST00000457261	831
FAM36A	ENST00000366528	393
EFCAB2	ENST00000366522	810
MFRP	ENST00000449574	1740
ANXA9	ENST00000368947	1038
SELENBP1	ENST00000368868	1419
TMEM45A	ENST00000403410	876
C16orf72	ENST00000327827	828
PLCXD3	ENST00000377801	966
ABCD3	ENST00000454898	2052
CA9	ENST00000378357	1380
PRRC2C	ENST00000392078	8697
F3	ENST00000334047	888
GRAMD1B	ENST00000456860	2238
RNF168	ENST00000318037	1716
ZNF736	ENST00000423484	1284
LY6G6D	ENST00000421590	523
TMCC3	ENST00000261226	1434
HLA-DPA1	ENST00000422504	783
CCDC34	ENST00000328697	1122
C9	ENST00000263408	1680
KIFC3	ENST00000541240	2547
DMRT3	ENST00000190165	1419
NLRC5	ENST00000262510	5601
ATF1	ENST00000262053	816
KATNB1	ENST00000379661	1968
C19orf59	ENST00000333598	564
SPNS2	ENST00000329078	1650
ARID2	ENST00000334344	5508
TSPAN5	ENST00000305798	807
LSMD1	ENST00000333775	522
OR12D2	ENST00000383555	924
PPIP5K1	ENST00000396923	4302
LCN10	ENST00000497771	603
TIMELESS	ENST00000553532	3627
CPSF6	ENST00000266679	1767
SNED1	ENST00000310397	4242
APOBEC3G	ENST00000407997	1155
HDAC4	ENST00000345617	3255
LINGO1	ENST00000355300	1863
RASSF1	ENST00000357043	1035
EFEMP1	ENST00000394555	1482
COG7	ENST00000307149	2313
REG1A	ENST00000233735	501
CDC40	ENST00000368932	1740
STIP1	ENST00000358794	1773
KIAA1211	ENST00000264229	3702
NPRL2	ENST00000232501	1143
TUSC2	ENST00000232496	333
TMEM5	ENST00000261234	1332
HLA-F	ENST00000430472	1329
CLIC1	ENST00000418285	726
PLCH1	ENST00000340059	5082
CEACAM16	ENST00000587331	1278
PDZD7	ENST00000370215	1554
DDX39B	ENST00000548614	1332
TRIM36	ENST00000282369	2187
LRRC23	ENST00000007969	1032
TNXB	ENST00000433037	1902
TRIM10	ENST00000448645	1446
OR8D4	ENST00000321355	945
ATL3	ENST00000332645	1707
ZC3H12C	ENST00000528673	2655
ACBD4	ENST00000591859	1026
YWHAZ	ENST00000521607	739
OSR2	ENST00000457907	1302
GCNT1	ENST00000376730	1287
BAALC	ENST00000297574	543
TFAP2B	ENST00000263046	1410
TFAP2D	ENST00000008391	1359
BEND5	ENST00000371833	1266
SELRC1	ENST00000371538	696
ELAVL4	ENST00000371821	1158
ZYG11B	ENST00000294353	2235
SLC4A3	ENST00000273063	3780
MYO15A	ENST00000205890	10593
SIGLEC12	ENST00000291707	1788
C19orf25	ENST00000588871	483
GYG2P1	ENST00000357871	360
RNASE13	ENST00000382951	471
SMOC2	ENST00000354536	1374
NFATC3	ENST00000346183	3228
ITLN2	ENST00000368029	978
LASS3	ENST00000284382	1152
CC2D1B	ENST00000371586	2577
CDK5RAP1	ENST00000357886	1806
F11R	ENST00000436182	912
PRKCA	ENST00000413366	2019
UBE2W	ENST00000419880	489
LAPTM4B	ENST00000445593	954
RNF5	ENST00000547812	549
IRF7	ENST00000330243	1551
C17orf70	ENST00000327787	2646
SLC7A3	ENST00000374299	1860
LASS4	ENST00000251363	1185
HERPUD1	ENST00000439977	1176
TAS2R7	ENST00000240687	957
YJEFN3	ENST00000514277	900
FNDC1	ENST00000297267	5685
CHMP4C	ENST00000297265	702
COL1A2	ENST00000297268	4101
SHH	ENST00000297261	1389
TAGAP	ENST00000367066	2196
OR9A2	ENST00000350513	933
IGF1	ENST00000307046	588
C10orf76	ENST00000370033	2070
NUDT14	ENST00000392568	669
BTBD9	ENST00000481247	1839
HCFC1R1	ENST00000248089	417
GPSM2	ENST00000406462	2055
SCLT1	ENST00000281142	2067
UPF2	ENST00000356352	3819
OXCT2	ENST00000327582	1554
RPL10A	ENST00000322203	654
GLT25D2	ENST00000361927	1881
GATSL2	ENST00000426327	990
CDC42BPB	ENST00000361246	5136
PLXNB3	ENST00000538966	5799
GCAT	ENST00000323205	1338
EPS8L3	ENST00000369805	1785
EGFL6	ENST00000380602	1665
C11orf16	ENST00000326053	1404
LAP3	ENST00000226299	1560
ZNF613	ENST00000293471	1854
B3GALT6	ENST00000379198	990
AMIGO3	ENST00000320431	1515
AMICA1	ENST00000356289	1185
HLA-DOB	ENST00000454286	822
CARD11	ENST00000396946	3465
OR5B21	ENST00000360374	930
C19orf33	ENST00000589986	423
YIF1B	ENST00000339413	945
C19orf51	ENST00000527223	1827
PPP1R14A	ENST00000301242	444
SPINT2	ENST00000301244	759
PCK1	ENST00000319441	1869
TP53TG5	ENST00000372726	873
ZBP1	ENST00000343535	1341
NEURL2	ENST00000372518	858
CNPY4	ENST00000262932	747
KCNJ2	ENST00000535240	1284
LZTFL1	ENST00000296135	900
CLEC3B	ENST00000296130	609
CDCP1	ENST00000296129	2511
SLC6A20	ENST00000358525	1779
PPP2R4	ENST00000452489	1125
WDR43	ENST00000407426	2034
TGM4	ENST00000296125	2055
ZDHHC3	ENST00000342790	1002
TM9SF2	ENST00000376387	1992
GABRP	ENST00000518525	1323
CCDC80	ENST00000206423	2853
DSG2	ENST00000261590	3357
MFSD9	ENST00000258436	1425
TSGA10	ENST00000393483	2097
TMEM127	ENST00000258439	717
RTN4R	ENST00000425986	1679
POLE	ENST00000455752	6894
WDR73	ENST00000434634	1137
PTPN11	ENST00000351677	1782
B3GNT9	ENST00000449549	1209
AKAP9	ENST00000359028	11736
NPEPPS	ENST00000322157	2760
OR5H15	ENST00000356526	942
CEBPA	ENST00000498907	1077
DHX16	ENST00000424672	3126
ERVW-1	ENST00000493463	1617
WNT11	ENST00000322563	1065
RDH8	ENST00000591589	996
SNRNP40	ENST00000446633	1230
RNF139	ENST00000303545	1995
RPS9	ENST00000302907	585
OPN1SW	ENST00000249389	1047
FEZF1	ENST00000442488	1428
DKC1	ENST00000369550	1545
PLXNA3	ENST00000369682	5616
GATAD1	ENST00000287957	810
PNCK	ENST00000447676	1281
DUSP9	ENST00000370167	1155
TMEM30C	ENST00000429523	342
HIST1H4H	ENST00000377727	312
B3GALT4	ENST00000419471	1137
CDC25C	ENST00000323760	1422
FGFBP2	ENST00000259989	672
FGFBP1	ENST00000382333	705
CPEB2	ENST00000538197	3105
ARL4D	ENST00000320033	606
CENPF	ENST00000366955	9345
CBX3	ENST00000337620	552
GLB1	ENST00000445488	2178
TCIRG1	ENST00000265686	2493
FAM161A	ENST00000404929	2151
ZNF282	ENST00000262085	2016
MRAP	ENST00000399784	519
ZNF212	ENST00000335870	1488
VPS37C	ENST00000301765	1068
AIP	ENST00000279146	993
NUP98	ENST00000324932	5403
NDUFS8	ENST00000313468	633
DLX1	ENST00000361725	768
CDCA7	ENST00000306721	1353
UBR3	ENST00000272793	5667
UQCRC1	ENST00000203407	1443
SLAMF1	ENST00000302035	1008
CD48	ENST00000368046	732
CXCL3	ENST00000296026	324
ZNF879	ENST00000444149	1692
C6orf10	ENST00000449847	1692
CD68	ENST00000250092	1065
AIPL1	ENST00000381129	1155
C18orf45	ENST00000383233	891
SCAF11	ENST00000369367	4392
COL2A1	ENST00000380518	4464
RFC5	ENST00000454402	1023
AMIGO2	ENST00000266581	1569
C10orf122	ENST00000368821	561
TTLL9	ENST00000375938	1320
HEY2	ENST00000368364	1014
NHSL1	ENST00000427025	4833
AHI1	ENST00000367800	3591
C20orf4	ENST00000397286	1197
LILRB2	ENST00000391749	1797
PKIB	ENST00000368446	264
FAR2	ENST00000536681	1548
ANKRD44	ENST00000282272	2958
NAT9	ENST00000578822	639
TMEM104	ENST00000582330	1491
ZNF594	ENST00000399604	2424
MYH1	ENST00000226207	5820
SLC9A3R1	ENST00000262613	1077
MYH3	ENST00000583535	5823
TRPV4	ENST00000418703	2616
PCGF5	ENST00000336126	771
CERKL	ENST00000339098	1677
DLG4	ENST00000399510	2304
TEX10	ENST00000374902	2790
IFRD1	ENST00000005558	1356
XAF1	ENST00000361842	906
GARNL3	ENST00000373387	3042
ANKRD27	ENST00000306065	3153
PDCD5	ENST00000419343	390
UQCRFS1	ENST00000304863	825
FGF5	ENST00000312465	807
SEC31A	ENST00000505472	3756
AGPAT9	ENST00000395226	1305
ZMYND17	ENST00000372912	1383
MOBKL2C	ENST00000271139	807
CBX6	ENST00000407418	1239
TMEM222	ENST00000374076	627
TRIM15	ENST00000429524	1398
PHIP	ENST00000275034	5466
OR9Q1	ENST00000335397	933
DNMT3B	ENST00000328111	2562
IRAK1BP1	ENST00000369940	783
TPBG	ENST00000369750	1263
GIMAP1	ENST00000307194	921
FIG4	ENST00000230124	2724
OR9I1	ENST00000302610	945
ZBTB24	ENST00000230122	2094
C2CD2L	ENST00000336702	2124
SPI1	ENST00000227163	816
ARNT2	ENST00000303329	2154
ANO8	ENST00000159087	3699
ADAM21	ENST00000267499	2169
RDH12	ENST00000551171	951
SKP2	ENST00000274255	1275
TTI1	ENST00000373448	3270
OXT	ENST00000217386	378
CHD1	ENST00000284049	5133
SNTA1	ENST00000217381	1518
GRB7	ENST00000445327	1668
ERBB2	ENST00000269571	3768
DUOX1	ENST00000321429	4656
MNS1	ENST00000260453	1488
HLA-C	ENST00000422921	1194
NFKBIL1	ENST00000424652	1146
ABCF1	ENST00000457078	2538
MRPS11	ENST00000325844	585
CDH9	ENST00000231021	2370
APBB3	ENST00000354402	1482
FCN1	ENST00000371806	981
POLR3A	ENST00000372371	4173
RGR	ENST00000359452	888
LRIT1	ENST00000372105	1872
CDHR1	ENST00000372117	2580
SLC39A14	ENST00000359741	1479
ZNF385D	ENST00000281523	1188
AR	ENST00000374690	2763
DHRSX	ENST00000334651	993
C8orf46	ENST00000305454	624
BAG6	ENST00000551350	3489
HSPBAP1	ENST00000306103	1467
MED24	ENST00000394126	3045
NSMCE2	ENST00000287437	744
HEPHL1	ENST00000315765	3480
PTS	ENST00000280362	438
FAM124B	ENST00000409685	1368
SERPINA1	ENST00000440909	1257
OR4M2	ENST00000332663	942
CNOT10	ENST00000454516	2415
IL18	ENST00000280357	582
SLC2A7	ENST00000400906	1539
GRRP1	ENST00000374268	816
NDUFAF4	ENST00000316149	528
MON1B	ENST00000248248	1644
ADAD2	ENST00000268624	1998
KIAA1609	ENST00000343629	1371
AZGP1	ENST00000292401	897
FGFR4	ENST00000292408	2409
CYP3A4	ENST00000336411	1512
ACCS	ENST00000263776	1506
WDR67	ENST00000287380	3201
KCNN3	ENST00000271915	2196
RNF11	ENST00000242719	465
BHLHE41	ENST00000242728	1449
RASSF8	ENST00000405154	1260
SSPN	ENST00000242729	732
BOLA2B	ENST00000305321	459
APLF	ENST00000303795	1536
SOX13	ENST00000367204	1869
EDIL3	ENST00000296591	1443
C13orf16	ENST00000283547	456
ZNF790	ENST00000356725	1911
SPACA7	ENST00000283550	588
SGTB	ENST00000381007	915
DAZL	ENST00000250863	948
TBC1D24	ENST00000293970	1680
CETN3	ENST00000522083	576
SMARCA5	ENST00000283131	3159
RGL2	ENST00000416548	2334
OPALIN	ENST00000371172	426
RCN3	ENST00000270645	987
TNFSF12	ENST00000557233	993
ZNF614	ENST00000270649	1758
PRKAR1A	ENST00000358598	1146
EFNB3	ENST00000226091	1023
LY6G6D	ENST00000430366	1149
CT47A9	ENST00000417256	867
PTPLA	ENST00000361271	867
ARL5B	ENST00000377275	540
CACNB2	ENST00000324631	1983
CCDC158	ENST00000388914	3342
C15orf58	ENST00000558017	1158
MIS12	ENST00000573759	618
PUM2	ENST00000361078	3201
ZNF232	ENST00000250076	1335
POTEC	ENST00000358970	1629
RUVBL2	ENST00000595090	1392
PLSCR2	ENST00000497985	894
LILRA4	ENST00000291759	1500
ACVR1	ENST00000263640	1530
CCDC85C	ENST00000380243	1260
ATAT1	ENST00000454794	1266
GOLGA1	ENST00000373555	2304
AHSA2	ENST00000410073	441
PSMB1	ENST00000262193	726
FAM166B	ENST00000399742	828
GOLGA6B	ENST00000421285	2082
PTMS	ENST00000389462	315
CREB3L2	ENST00000330387	1563
PLA2G4D	ENST00000290472	2457
RASGRF1	ENST00000419573	3822
C9orf156	ENST00000375119	1326
KRTAP20-1	ENST00000334664	171
C9orf102	ENST00000288985	2139
RABEPK	ENST00000373538	1119
PADI4	ENST00000375448	1992
MRPL41	ENST00000371443	414
ZNF592	ENST00000560079	3804
PSMB2	ENST00000373237	606
TMEM115	ENST00000266025	1056
INCA1	ENST00000576820	711
IFFO1	ENST00000356896	1692
NCAPD2	ENST00000315579	4206
ZNF781	ENST00000358582	984
ZNF140	ENST00000355557	1374
OR1L4	ENST00000259466	936
BRI3	ENST00000297290	378
CPA4	ENST00000222482	1266
POT1	ENST00000357628	1905
DOCK4	ENST00000445943	5999
TNP2	ENST00000312693	417
TAS2R16	ENST00000249284	876
PAIP2	ENST00000265192	384
SIL1	ENST00000509534	1407
MYOT	ENST00000239926	1497
NDST2	ENST00000309979	2652
APITD1-CORT	ENST00000400900	495
ZNF502	ENST00000436624	1635
ZKSCAN5	ENST00000326775	2520
SH2B1	ENST00000322610	2271
TRAPPC4	ENST00000533058	774
TTC30B	ENST00000408939	1998
ZNF454	ENST00000320129	1569
PARD6G	ENST00000353265	1131
NAE1	ENST00000359087	1614
GPBP1L1	ENST00000290795	1425
TMEM69	ENST00000372025	744
C2orf3	ENST00000321027	2346
IYD	ENST00000229447	882
ZNF382	ENST00000292928	1653
RPL26L1	ENST00000519974	438
SPOPL	ENST00000280098	1179
CCDC160	ENST00000517294	978
FAM127B	ENST00000370775	342
RNF151	ENST00000569714	738
CIITA	ENST00000324288	3393
ZFPM1	ENST00000319555	3021
TUBA8	ENST00000416740	1403
C9orf66	ENST00000382387	888
KCTD8	ENST00000360029	1422
SLC35F3	ENST00000366618	1473
LPAR1	ENST00000538760	1098
KLB	ENST00000257408	3135
MB	ENST00000397326	465
NAGK	ENST00000455662	1173
HS6ST2	ENST00000521489	1938
DEFB107B	ENST00000355602	213
OR2L3	ENST00000359959	939
SLC35E3	ENST00000398004	942
FCER1A	ENST00000368115	774
MAF1	ENST00000534585	861
C13orf31	ENST00000325686	1293
KRTAP19-3	ENST00000334063	246
TPPP2	ENST00000321760	513
USP51	ENST00000500968	2136
CA4	ENST00000300900	939
NECAP1	ENST00000339754	828
RUFY1	ENST00000319449	2127
DEFB104A	ENST00000314265	219
OR52E2	ENST00000321522	978
BASP1	ENST00000322611	684
ETV3L	ENST00000454449	1086
VNN3	ENST00000207771	1503
